id,student_id,program,grade,status,age,attendance_rate,quiz_score,exams_score,performance_task,activities,final_grade,gpa
1486,2025-698500,BSCS,90.52023,1,22,91.35,88.26626,79.20328,100.0,43.73971,90.52023,1.52971
1487,2025-891842,BSCS,92.02561,1,21,82.0,85.70784,84.49576,100.0,34.37908,92.02561,1.49998
1488,2025-654227,BSDSA,91.58952,1,25,85.78,92.61155,83.16256,97.19356,41.42124,91.58952,1.4526
1489,2025-422716,BSCS,90.7867,1,20,58.49,97.41811,76.78014,100.0,36.15205,90.7867,1.61275
1490,2025-438616,BLIS,92.51054,1,22,64.18,88.89836,78.47618,100.0,45.2668,92.51054,1.61021
1491,2025-260673,BSCS,92.41888,1,23,65.41,85.37855,81.60063,100.0,42.83527,92.41888,1.59742
1492,2025-899997,BLIS,92.09383,1,18,84.26,100.0,100.0,85.00094,50.0,92.09383,1.18946
1493,2025-784993,BLIS,91.58617,1,23,68.41,72.93145,91.32301,100.0,37.31833,91.58617,1.58165
1494,2025-818206,BSIT,91.28745,1,19,76.57,99.63333,85.0703,93.59266,45.05294,91.28745,1.41521
1495,2025-423065,BSCS,94.79395,1,18,82.27,75.58778,84.76346,100.0,50.0,94.79395,1.53235
1496,2025-171207,BSIT,92.22913,1,19,73.08,94.77813,73.52861,100.0,49.40374,92.22913,1.59145
1497,2025-586033,BSCS,92.37526,1,22,81.04,76.99363,85.47274,100.0,46.2996,92.37526,1.55621
1498,2025-728103,BSDSA,94.04887,1,21,84.6,79.59723,85.7092,100.0,42.94317,94.04887,1.49153
1499,2025-711063,BSCS,91.00144,1,21,57.63,91.99748,81.57599,100.0,34.88595,91.00144,1.59857
1500,2025-858543,BSCS,91.3536,1,22,71.88,92.17112,79.17202,100.0,40.67023,91.3536,1.56339
1501,2025-535950,BSCS,92.73092,1,20,72.38,69.43737,90.34908,100.0,46.90732,92.73092,1.5871
1502,2025-303004,BLIS,91.93824,1,18,73.56,85.76111,98.60437,90.90805,47.2869,91.93824,1.36541
1503,2025-910592,BSCS,91.78752,1,25,98.84,84.23903,90.69826,94.87068,49.6893,91.78752,1.37375
1504,2025-348782,BSCS,92.02417,1,21,95.37,80.64911,82.57522,100.0,49.81281,92.02417,1.51004
1505,2025-760048,BSCS,92.30502,1,19,69.64,88.66247,79.90264,100.0,44.52161,92.30502,1.57643
1506,2025-284433,BSCS,93.15679,1,21,74.61,77.29575,85.23493,100.0,48.47248,93.15679,1.56987
1507,2025-422594,BSCS,92.29851,1,19,79.25,74.2612,89.39374,100.0,42.7835,92.29851,1.53941
1508,2025-922938,BSIT,92.338,1,25,77.8,71.87755,89.61304,100.0,45.8655,92.338,1.56102
1509,2025-387561,BSDSA,91.45335,1,18,67.56,67.79183,94.95083,100.0,38.77223,91.45335,1.58476
1510,2025-809878,BSIT,90.74483,1,21,83.01,85.75833,82.49891,100.0,42.95768,90.74483,1.53999
1511,2025-977042,BSIT,92.82645,1,20,66.74,95.16408,100.0,89.90029,35.6233,92.82645,1.2865
1512,2025-531369,BSCS,92.41562,1,20,85.64,85.52424,83.47405,100.0,40.92818,92.41562,1.49291
1513,2025-241688,BSCS,94.40734,1,19,90.31,98.14488,94.32704,90.34299,43.30273,94.40734,1.21116
1514,2025-865782,BSCS,90.22069,1,20,89.65,87.35329,100.0,90.25941,45.76718,90.22069,1.29904
1515,2025-656112,BSCS,92.78098,1,19,58.36,73.20387,87.4487,100.0,50.0,92.78098,1.64705
1516,2025-141521,BSCS,91.02493,1,25,89.88,99.1712,100.0,87.35807,43.10115,91.02493,1.19071
1517,2025-919532,BSDSA,93.39886,1,19,92.48,100.0,91.99502,90.55483,45.90972,93.39886,1.23176
1518,2025-699280,BSCS,94.43972,1,21,90.79,95.69354,75.65587,100.0,46.0591,94.43972,1.45239
1519,2025-901965,BSCS,93.6466,1,22,68.69,96.74341,83.62621,95.80812,45.52057,93.6466,1.44943
1520,2025-594020,BSIT,95.34879,1,19,73.33,87.95183,100.0,89.40919,50.0,95.34879,1.27748
1521,2025-316100,BSCS,90.64048,1,18,47.56,89.20145,95.30787,93.09371,41.63338,90.64048,1.50221
1522,2025-397228,BSCS,91.97476,1,18,72.24,94.16555,80.46806,100.0,37.16967,91.97476,1.5205
1523,2025-287633,BSIT,93.77155,1,23,74.17,56.21948,100.0,100.0,45.31746,93.77155,1.55322
1524,2025-277124,BSIT,90.82929,1,19,73.8,78.13537,86.91851,100.0,45.32974,90.82929,1.58343
1525,2025-298245,BSCS,91.78612,1,23,85.92,94.7469,76.70916,100.0,46.00217,91.78612,1.50926
1526,2025-474669,BLIS,91.9896,1,22,56.7,81.44487,88.45269,100.0,36.59935,91.9896,1.58838
1527,2025-205423,BSIT,92.78557,1,22,73.73,70.86992,90.472,100.0,47.49536,92.78557,1.56789
1528,2025-203959,BSIT,92.8819,1,25,74.38,89.12882,94.42539,94.92434,35.84307,92.8819,1.37023
1529,2025-728335,BSCS,93.14954,1,20,58.14,74.10102,93.14945,98.51735,43.68429,93.14954,1.56645
1530,2025-815540,BSIT,91.7366,1,20,88.74,82.44597,87.75052,100.0,37.30973,91.7366,1.46468
1531,2025-169958,BSCS,92.36262,1,20,80.27,99.02506,86.15894,94.00633,47.28747,92.36262,1.37501
1532,2025-790899,BSIT,92.30826,1,21,98.49,93.00344,88.20078,94.32773,50.0,92.30826,1.32667
1533,2025-715796,BSCS,92.97052,1,23,79.16,100.0,76.13343,100.0,41.91295,92.97052,1.48223
1534,2025-550766,BSIT,93.53692,1,22,61.28,66.24012,94.48678,100.0,46.67113,93.53692,1.59453
1535,2025-937813,BSDSA,93.43711,1,23,94.78,91.4312,78.12976,100.0,50.0,93.43711,1.45688
1536,2025-944818,BSCS,92.11857,1,19,86.11,83.44572,86.16981,100.0,42.12429,92.11857,1.48006
1537,2025-576072,BSIT,91.21879,1,23,74.54,100.0,75.2092,100.0,44.69725,91.21879,1.53983
1538,2025-665956,BSIT,92.34181,1,22,79.94,71.16094,95.44528,100.0,37.41581,92.34181,1.48814
1539,2025-566678,BSIT,92.02325,1,23,78.38,86.42186,83.78556,100.0,43.75916,92.02325,1.51731
1540,2025-441873,BSIT,93.68159,1,24,62.82,78.64507,89.45975,100.0,41.39082,93.68159,1.54714
1541,2025-178834,BSCS,92.99532,1,24,92.95,90.07454,94.83735,92.80909,46.83253,92.99532,1.28163
1542,2025-556535,BSCS,92.09152,1,24,71.35,85.26767,85.16097,100.0,42.32313,92.09152,1.53706
1543,2025-892684,BLIS,93.03809,1,22,71.97,75.61979,91.77963,100.0,40.2553,93.03809,1.5172
1544,2025-493951,BSIT,93.5763,1,25,87.95,84.4249,100.0,92.33727,44.89093,93.5763,1.27558
1545,2025-648753,BSCS,92.81273,1,18,87.1,81.46777,84.49507,100.0,50.0,92.81273,1.50091
1546,2025-438581,BSCS,92.76858,1,21,67.17,89.69272,85.45908,99.5806,37.38484,92.76858,1.50397
1547,2025-176553,BSIT,90.66831,1,25,65.2,89.40843,86.50524,100.0,33.46695,90.66831,1.53518
1548,2025-171261,BSIT,91.57683,1,18,87.54,83.87425,99.04864,92.1573,49.91176,91.57683,1.32503
1549,2025-683828,BSCS,91.27891,1,24,65.16,89.21182,84.27363,99.96383,40.01508,91.27891,1.55392
1550,2025-383879,BSIT,93.85325,1,23,83.33,90.82582,80.84374,100.0,46.14681,93.85325,1.4683
1551,2025-659361,BSIT,93.00895,1,18,91.85,100.0,73.86577,100.0,50.0,93.00895,1.45807
1552,2025-201252,BSCS,93.07237,1,24,69.98,85.5402,87.00463,100.0,39.06822,93.07237,1.50254
1553,2025-227197,BSIT,95.32674,1,23,86.0,95.30915,95.0298,90.91212,50.0,95.32674,1.22794
1554,2025-198404,BSIT,92.99553,1,19,89.55,91.73893,100.0,89.51517,50.0,92.99553,1.21996
1555,2025-124176,BSCS,93.44089,1,25,96.6,100.0,75.06655,100.0,47.58513,93.44089,1.41775
1556,2025-576250,BSCS,91.52047,1,23,75.75,89.60383,81.03723,100.0,48.39987,91.52047,1.5434
1557,2025-477238,BSIT,93.47282,1,21,83.23,83.27054,84.22842,100.0,50.0,93.47282,1.49461
1558,2025-213772,BSCS,92.76969,1,22,66.95,73.11455,96.68855,100.0,34.44742,92.76969,1.50271
1559,2025-715446,BSCS,93.73969,1,22,93.02,100.0,96.79139,89.97899,44.04281,93.73969,1.16659
1560,2025-536562,BLIS,91.2907,1,19,71.22,93.613,80.3037,100.0,44.81535,91.2907,1.54192
1561,2025-936701,BSCS,94.0358,1,23,80.86,90.61895,80.53388,99.75096,50.0,94.0358,1.48063
1562,2025-791989,BSIT,93.99521,1,21,80.19,89.11517,82.02723,100.0,47.37853,93.99521,1.47807
1563,2025-634435,BSIT,94.64661,1,20,91.88,97.33298,99.5465,88.66768,47.91527,94.64661,1.14491
1564,2025-362820,BSIT,93.97003,1,18,82.52,93.18259,90.27486,94.2094,50.0,93.97003,1.33764
1565,2025-749978,BSIT,94.53278,1,19,82.12,90.4669,92.11913,94.56798,47.72198,94.53278,1.32983
1566,2025-626768,BSIT,93.0315,1,19,82.34,81.80604,100.0,94.51855,41.67799,93.0315,1.32769
1567,2025-761250,BSIT,91.41779,1,24,76.6,100.0,93.46777,91.54498,45.73778,91.41779,1.3093
1568,2025-257698,BSCS,92.64619,1,18,90.32,97.32701,97.84938,91.42441,39.52093,92.64619,1.20357
1569,2025-978919,BSDSA,93.905,1,18,97.39,70.54545,92.60005,100.0,50.0,93.905,1.4324
1570,2025-451117,BSIT,92.9175,1,20,68.24,87.57901,91.90664,97.66455,37.91313,92.9175,1.43685
1571,2025-218354,BSIT,93.85801,1,23,65.03,100.0,80.9922,98.69685,41.62157,93.85801,1.46625
1572,2025-420596,BLIS,93.8505,1,23,89.3,88.17954,100.0,91.136,49.70596,93.8505,1.23576
1573,2025-996482,BSDSA,91.71308,1,19,80.54,75.34529,93.54002,100.0,40.78813,91.71308,1.48519
1574,2025-301189,BSCS,92.65458,1,21,74.08,90.34266,86.46635,100.0,36.61097,92.65458,1.46087
1575,2025-975069,BLIS,94.91149,1,24,75.01,92.35131,82.26349,100.0,44.13227,94.91149,1.4554
1576,2025-461354,BLIS,93.58359,1,22,81.23,91.85503,87.82461,97.05782,45.73122,93.58359,1.38901
1577,2025-897662,BSIT,94.12489,1,21,59.74,92.09226,82.38626,100.0,44.2717,94.12489,1.52967
1578,2025-393446,BSCS,94.29638,1,23,98.61,100.0,75.44481,100.0,50.0,94.29638,1.39148
1579,2025-439081,BSCS,93.34124,1,21,78.81,100.0,100.0,88.02884,48.55677,93.34124,1.1913
1580,2025-120171,BSCS,93.88429,1,21,90.16,93.23021,79.7256,100.0,49.56295,93.88429,1.43466
1581,2025-664677,BSIT,93.93416,1,20,73.13,100.0,99.44249,89.75612,41.45369,93.93416,1.21122
1582,2025-807824,BSIT,93.54899,1,25,96.03,100.0,95.008,90.31176,50.0,93.54899,1.179
1583,2025-546280,BLIS,92.97057,1,24,89.8,100.0,78.9283,99.68403,43.36229,92.97057,1.40613
1584,2025-288852,BSCS,93.99449,1,25,77.11,96.69533,80.4112,100.0,43.09598,93.99449,1.44915
1585,2025-380363,BSCS,93.68913,1,21,71.06,89.28471,85.63259,100.0,41.56029,93.68913,1.47487
1586,2025-511611,BSDSA,91.75984,1,25,67.65,85.79042,91.13037,99.69561,34.60068,91.75984,1.48135
1587,2025-565808,BSIT,93.68923,1,24,92.99,99.61841,80.24854,100.0,39.58139,93.68923,1.36908
1588,2025-946390,BLIS,93.78249,1,20,80.89,86.65358,86.60488,100.0,43.47017,93.78249,1.44343
1589,2025-793758,BSCS,92.30946,1,24,91.36,82.41702,86.54993,100.0,50.0,92.30946,1.45967
1590,2025-901185,BSCS,93.28693,1,19,88.99,83.80519,96.10849,96.59176,41.09049,93.28693,1.32771
1591,2025-468377,BSIT,95.03331,1,19,70.8,94.08288,79.58857,100.0,50.0,95.03331,1.48854
1592,2025-653548,BLIS,95.17191,1,24,95.2,100.0,80.58434,100.0,38.67475,95.17191,1.32944
1593,2025-693552,BSIT,90.37109,1,22,58.19,86.89287,89.68784,100.0,35.68902,90.37109,1.54991
1594,2025-158061,BSCS,94.5223,1,22,93.52,91.21444,100.0,90.71176,50.0,94.5223,1.18385
1595,2025-830049,BSCS,93.43864,1,20,78.02,65.35081,99.2044,100.0,44.36427,93.43864,1.47964
1596,2025-838368,BSCS,93.54826,1,25,95.86,87.23034,100.0,92.34285,47.84265,93.54826,1.22195
1597,2025-872718,BSDSA,92.10244,1,23,75.83,94.35339,88.05437,96.8008,44.8034,92.10244,1.41156
1598,2025-699953,BSDSA,92.34156,1,19,91.28,75.43297,100.0,95.47654,50.0,92.34156,1.35395
1599,2025-312934,BSIT,92.14624,1,19,85.6,95.69246,100.0,89.68573,48.61447,92.14624,1.21772
1600,2025-275471,BSCS,92.79079,1,18,75.72,100.0,88.59798,95.73179,40.64628,92.79079,1.34929
1601,2025-753253,BSCS,92.61744,1,22,84.07,100.0,79.36467,100.0,42.41274,92.61744,1.42946
1602,2025-185269,BSIT,93.00602,1,19,69.71,80.55932,91.60797,100.0,41.63736,93.00602,1.48929
1603,2025-956514,BSIT,93.48432,1,24,67.24,73.66594,94.91776,100.0,43.91116,93.48432,1.50695
1604,2025-492538,BSCS,95.23373,1,18,91.25,100.0,97.75902,89.46229,50.0,95.23373,1.13815
1605,2025-874540,BSDSA,94.0179,1,20,77.0,99.9487,78.3413,100.0,45.98802,94.0179,1.44803
1606,2025-909472,BSCS,95.94167,1,21,71.57,79.79293,93.22824,99.78471,40.24921,95.94167,1.42157
1607,2025-671242,BSIT,94.09245,1,21,79.7,92.74456,81.23468,100.0,50.0,94.09245,1.45895
1608,2025-434945,BSCS,95.80821,1,23,56.44,98.1363,85.40372,97.0579,46.44742,95.80821,1.43137
1609,2025-595817,BSIT,93.28359,1,23,89.24,100.0,83.57824,96.70208,50.0,93.28359,1.34756
1610,2025-628990,BSIT,93.28097,1,23,72.62,76.20532,100.0,96.57027,45.51042,93.28097,1.40738
1611,2025-875315,BSCS,94.90174,1,18,80.29,91.28186,91.12207,97.75868,39.21681,94.90174,1.33669
1612,2025-468928,BSIT,96.91516,1,25,79.94,77.95318,94.80036,98.49213,46.72869,96.91516,1.36837
1613,2025-117974,BSCS,92.82872,1,25,84.12,94.18101,82.60792,100.0,45.42023,92.82872,1.43352
1614,2025-560626,BSDSA,93.29174,1,25,79.33,79.54866,90.45049,100.0,47.84431,93.29174,1.46822
1615,2025-616655,BSIT,93.33776,1,20,70.44,87.0512,87.95941,100.0,42.8697,93.33776,1.47291
1616,2025-170769,BSCS,94.34673,1,20,63.79,82.65631,93.25606,100.0,36.44759,94.34673,1.45497
1617,2025-277180,BLIS,93.15481,1,21,65.56,100.0,84.91935,100.0,31.43919,93.15481,1.42825
1618,2025-663825,BSCS,94.40139,1,22,58.68,82.63099,93.17789,100.0,36.94276,94.40139,1.47568
1619,2025-386089,BSIT,93.79177,1,20,90.46,77.2818,91.18347,100.0,50.0,93.79177,1.42504
1620,2025-585445,BSIT,93.05937,1,19,85.76,92.45822,82.96892,100.0,47.7837,93.05937,1.43272
1621,2025-205487,BSCS,93.9355,1,18,69.58,89.8994,86.06761,100.0,44.22206,93.9355,1.46671
1622,2025-907405,BLIS,92.97748,1,21,73.61,100.0,82.36345,100.0,38.4857,92.97748,1.42956
1623,2025-229723,BSIT,93.5159,1,21,75.79,86.58997,88.76882,100.0,42.98355,93.5159,1.44264
1624,2025-289089,BSIT,94.07126,1,18,73.68,78.85988,94.31665,100.0,40.79585,94.07126,1.43746
1625,2025-438748,BSCS,92.84558,1,22,95.67,75.26035,93.90015,100.0,47.40549,92.84558,1.40291
1626,2025-971598,BSCS,91.7085,1,22,72.32,78.65337,92.49763,100.0,45.84984,91.7085,1.50419
1627,2025-555196,BSIT,95.01508,1,22,77.73,98.55394,92.74188,93.52072,47.8099,95.01508,1.2675
1628,2025-321674,BSIT,93.48809,1,23,63.02,80.23582,97.37714,99.57833,33.50664,93.48809,1.4417
1629,2025-743129,BSIT,93.00273,1,21,68.06,95.16262,84.53218,100.0,41.32099,93.00273,1.46403
1630,2025-751970,BSCS,93.45239,1,21,59.67,91.12306,83.57931,100.0,50.0,93.45239,1.53415
1631,2025-391701,BSIT,91.57863,1,21,48.43,91.75922,93.53523,100.0,24.20317,91.57863,1.48453
1632,2025-984344,BSCS,92.29438,1,23,66.35,84.05941,92.23394,100.0,39.0872,92.29438,1.47861
1633,2025-206361,BSCS,93.54688,1,23,79.55,85.85347,88.19368,100.0,46.53253,93.54688,1.4399
1634,2025-963616,BLIS,94.38383,1,21,82.82,75.628,94.56305,100.0,46.05589,94.38383,1.4188
1635,2025-906767,BSCS,94.81602,1,21,80.61,89.62822,84.74191,100.0,50.0,94.81602,1.42657
1636,2025-588869,BSCS,93.55446,1,18,99.41,93.11387,82.72883,100.0,50.0,93.55446,1.36783
1637,2025-714740,BSIT,95.07019,1,22,81.69,95.35111,83.69753,100.0,44.35264,95.07019,1.38494
1638,2025-164123,BSIT,91.64545,1,21,95.08,100.0,80.80176,100.0,44.73484,91.64545,1.38373
1639,2025-180754,BSCS,94.07968,1,23,96.9,86.95883,86.5736,100.0,50.0,94.07968,1.37257
1640,2025-573251,BSIT,94.29695,1,19,99.91,94.6032,91.57973,96.10584,45.85604,94.29695,1.23583
1641,2025-293503,BSCS,93.79261,1,18,76.78,66.07318,100.0,100.0,48.13458,93.79261,1.46361
1642,2025-160567,BSCS,94.65822,1,21,68.89,89.94867,86.98206,100.0,44.98028,94.65822,1.44653
1643,2025-788668,BSIT,94.50092,1,24,87.4,81.77504,91.86127,100.0,45.19314,94.50092,1.38185
1644,2025-848696,BSIT,94.09559,1,23,59.13,78.87361,95.66943,99.85681,41.0279,94.09559,1.47893
1645,2025-936251,BSCS,92.99222,1,25,69.83,85.90994,93.17632,100.0,36.05837,92.99222,1.42741
1646,2025-968477,BSIT,95.15961,1,22,60.28,92.59403,88.27747,100.0,38.30694,95.15961,1.43624
1647,2025-269606,BSIT,94.66306,1,22,85.61,88.77164,87.15638,100.0,46.85283,94.66306,1.3869
1648,2025-541280,BSCS,94.36286,1,24,83.02,85.36277,91.76784,98.45945,48.16589,94.36286,1.374
1649,2025-285719,BSDSA,95.31522,1,25,75.83,86.36862,93.71548,100.0,34.14572,95.31522,1.3561
1650,2025-733862,BLIS,92.60403,1,18,91.13,100.0,80.02574,100.0,47.99087,92.60403,1.39351
1651,2025-532688,BSIT,95.57858,1,24,84.66,88.48913,89.60772,100.0,41.47432,95.57858,1.3489
1652,2025-799184,BSCS,94.28571,1,18,87.1,100.0,83.80783,100.0,38.98473,94.28571,1.33733
1653,2025-745926,BLIS,93.84661,1,20,52.91,88.81184,96.77844,97.94233,33.83793,93.84661,1.41498
1654,2025-902902,BSCS,93.20691,1,24,72.13,88.18282,91.60004,100.0,37.49112,93.20691,1.41551
1655,2025-300075,BLIS,95.09158,1,22,76.34,85.53802,90.58647,100.0,44.10855,95.09158,1.40183
1656,2025-374433,BSCS,95.89524,1,23,95.25,84.97237,88.5969,100.0,50.0,95.89524,1.34173
1657,2025-380560,BSDSA,96.02001,1,24,78.76,85.42282,89.43154,100.0,47.38722,96.02001,1.39208
1658,2025-133917,BSIT,93.7997,1,23,72.35,83.61166,91.97709,100.0,43.75087,93.7997,1.43719
1659,2025-490746,BSIT,93.21598,1,20,83.87,95.30589,85.35579,100.0,42.82884,93.21598,1.38635
1660,2025-451542,BSCS,95.24191,1,21,85.41,91.58713,86.45442,99.38893,48.79748,95.24191,1.36434
1661,2025-668208,BSIT,93.65598,1,22,88.32,79.77,94.26785,100.0,43.97983,93.65598,1.37885
1662,2025-702670,BSIT,92.69747,1,22,78.69,86.43803,93.75342,100.0,35.33814,92.69747,1.38554
1663,2025-156480,BLIS,94.79912,1,23,78.09,100.0,100.0,90.68448,46.15103,94.79912,1.17085
1664,2025-658673,BSIT,93.10363,1,19,68.33,84.29987,92.20285,100.0,42.92577,93.10363,1.45619
1665,2025-251863,BSCS,94.29428,1,24,96.67,86.23093,88.74021,100.0,48.68695,94.29428,1.34988
1666,2025-836834,BSCS,94.28412,1,21,72.32,96.98781,83.55015,100.0,45.83409,94.28412,1.42367
1667,2025-118468,BSCS,95.38425,1,18,93.21,90.17855,98.91025,93.57402,50.0,95.38425,1.19266
1668,2025-563615,BSCS,96.26885,1,24,69.14,100.0,81.32645,100.0,47.10678,96.26885,1.40722
1669,2025-864005,BSCS,96.52787,1,18,93.67,82.28832,94.63582,100.0,40.51411,96.52787,1.28694
1670,2025-796169,BSIT,94.18668,1,21,89.86,100.0,84.56819,100.0,39.18798,94.18668,1.31875
1671,2025-684453,BSCS,94.43545,1,21,87.68,95.52345,85.87154,100.0,42.70436,94.43545,1.34367
1672,2025-432035,BLIS,95.43002,1,18,86.94,96.91352,82.32261,100.0,49.55616,95.43002,1.36218
1673,2025-129975,BSIT,94.8644,1,18,98.03,98.79648,93.67132,94.45439,46.76106,94.8644,1.17562
1674,2025-264969,BLIS,94.53628,1,25,87.18,100.0,100.0,91.18959,45.61391,94.53628,1.1387
1675,2025-472425,BSCS,93.82961,1,20,59.36,96.42381,87.57994,100.0,38.02133,93.82961,1.43894
1676,2025-244379,BSIT,94.67504,1,23,87.11,90.88193,90.98418,97.61794,49.88749,94.67504,1.31789
1677,2025-926080,BLIS,94.94781,1,21,79.93,92.04714,100.0,93.92306,44.20109,94.94781,1.22474
1678,2025-534543,BSCS,94.04592,1,20,93.59,96.47428,100.0,93.4384,40.14516,94.04592,1.14911
1679,2025-181155,BSIT,95.73934,1,18,75.64,90.15697,88.157,99.31609,50.0,95.73934,1.38647
1680,2025-775931,BSIT,93.20271,1,22,83.93,77.8816,100.0,100.0,35.49619,93.20271,1.34998
1681,2025-235456,BSIT,95.37214,1,20,91.58,80.7421,92.50621,100.0,50.0,95.37214,1.35171
1682,2025-366563,BSIT,95.4007,1,22,97.86,100.0,83.80481,100.0,42.92274,95.4007,1.27649
1683,2025-741329,BSIT,95.08533,1,24,95.7,93.19059,85.47242,100.0,48.98799,95.08533,1.32464
1684,2025-604025,BSDSA,96.58046,1,24,67.43,100.0,86.23799,100.0,36.89365,96.58046,1.35014
1685,2025-429318,BLIS,94.94925,1,20,97.6,100.0,95.86587,93.07383,48.14346,94.94925,1.14002
1686,2025-963280,BSCS,94.27969,1,19,76.21,77.42311,100.0,100.0,37.04286,94.27969,1.3673
1687,2025-463021,BSCS,93.14609,1,23,85.84,92.49696,89.12226,100.0,41.73388,93.14609,1.35686
1688,2025-838386,BSIT,94.84221,1,18,82.59,95.96562,85.07118,100.0,46.74963,94.84221,1.36359
1689,2025-124824,BSIT,94.04263,1,25,99.31,100.0,83.19442,100.0,45.44474,94.04263,1.29974
1690,2025-173015,BSIT,96.49608,1,18,93.41,99.58284,83.22206,100.0,46.12165,96.49608,1.2871
1691,2025-325974,BLIS,94.30277,1,24,65.61,80.31627,98.20783,100.0,37.77018,94.30277,1.40769
1692,2025-208776,BSCS,93.65377,1,23,65.55,96.76656,88.78769,100.0,36.76754,93.65377,1.39975
1693,2025-283822,BLIS,94.96358,1,18,91.16,70.87499,100.0,100.0,47.7385,94.96358,1.34894
1694,2025-768095,BSIT,95.38309,1,21,87.19,100.0,83.02085,100.0,46.61079,95.38309,1.32886
1695,2025-851498,BSDSA,95.26048,1,20,95.15,89.16741,96.72962,96.77901,44.77476,95.26048,1.22114
1696,2025-484509,BSCS,95.45171,1,20,93.12,86.14205,96.52389,96.93493,50.0,95.45171,1.25287
1697,2025-268147,BLIS,94.96626,1,20,88.87,83.54444,92.88693,100.0,47.81757,94.96626,1.34206
1698,2025-860399,BSIT,95.13765,1,20,88.34,100.0,84.3479,100.0,44.99752,95.13765,1.31226
1699,2025-736669,BSIT,94.77763,1,24,61.65,97.22476,85.85438,100.0,45.49024,94.77763,1.42891
1700,2025-291931,BSDSA,94.80062,1,22,65.35,96.48112,88.86171,100.0,39.43089,94.80062,1.3836
1701,2025-660938,BSCS,95.15423,1,25,95.72,86.27242,100.0,95.40941,50.0,95.15423,1.20447
1702,2025-428504,BSIT,93.65223,1,18,81.57,92.06144,91.49111,100.0,39.79093,93.65223,1.3409
1703,2025-638958,BSCS,95.51592,1,22,87.41,76.03553,97.34142,100.0,49.22433,95.51592,1.34572
1704,2025-257705,BSDSA,95.2322,1,23,94.97,75.01568,100.0,100.0,44.1265,95.2322,1.29628
1705,2025-691711,BSDSA,95.15976,1,22,91.7,100.0,100.0,91.54949,49.17272,95.15976,1.11064
1706,2025-708244,BSDSA,95.75582,1,24,93.21,84.46374,100.0,96.07895,50.0,95.75582,1.21936
1707,2025-596907,BSDSA,95.35374,1,19,86.4,93.94037,88.11736,100.0,45.88793,95.35374,1.31981
1708,2025-789084,BSIT,95.18602,1,24,67.31,76.33507,100.0,100.0,42.85156,95.18602,1.3971
1709,2025-827866,BSIT,95.64916,1,20,85.5,90.35362,90.21649,100.0,46.34897,95.64916,1.32219
1710,2025-139809,BSCS,95.56155,1,24,95.36,92.39067,100.0,95.34883,42.13513,95.56155,1.15045
1711,2025-567564,BSCS,94.88711,1,22,84.52,98.56465,99.92668,92.52686,47.43067,94.88711,1.15609
1712,2025-618914,BSCS,95.67856,1,22,71.09,90.55789,89.78755,100.0,47.47977,95.67856,1.38287
1713,2025-563588,BSCS,95.62805,1,23,91.82,85.55717,91.7822,100.0,50.0,95.62805,1.31683
1714,2025-771840,BSIT,94.28306,1,22,61.1,100.0,88.53392,100.0,36.53021,94.28306,1.38466
1715,2025-580246,BSDSA,95.60576,1,25,89.77,98.65923,83.98694,100.0,50.0,95.60576,1.31411
1716,2025-258957,BSIT,95.21401,1,24,85.94,80.86307,96.90534,100.0,44.8126,95.21401,1.32305
1717,2025-727568,BSIT,98.37306,1,20,58.09,93.27566,91.15337,100.0,40.973,98.37306,1.35363
1718,2025-430688,BSIT,95.2976,1,19,96.43,81.84341,99.15594,98.0078,48.25465,95.2976,1.2449
1719,2025-724746,BSCS,96.11032,1,24,78.35,89.20717,93.96774,100.0,40.25999,96.11032,1.30756
1720,2025-997365,BSCS,94.89445,1,23,82.41,80.36963,100.0,100.0,38.50597,94.89445,1.30909
1721,2025-291179,BSDSA,94.78792,1,19,75.48,89.69319,94.12738,100.0,39.22164,94.78792,1.3344
1722,2025-448998,BSIT,95.52159,1,25,67.4,75.86226,99.29575,100.0,47.14666,95.52159,1.40361
1723,2025-420494,BSIT,95.41909,1,21,67.36,89.7664,91.61762,100.0,45.83677,95.41909,1.38631
1724,2025-876188,BSIT,95.02569,1,23,62.9,85.99627,94.26321,100.0,44.9152,95.02569,1.40886
1725,2025-848743,BSIT,95.92783,1,22,97.84,96.56617,85.91417,100.0,50.0,95.92783,1.2703
1726,2025-154024,BSCS,95.4166,1,22,91.44,95.66098,99.84818,93.38358,49.71121,95.4166,1.14411
1727,2025-524254,BSIT,95.31254,1,18,84.94,96.19389,100.0,94.42741,43.71507,95.31254,1.16569
1728,2025-906283,BSCS,95.87113,1,23,90.66,91.20347,89.33594,100.0,50.0,95.87113,1.30176
1729,2025-887937,BSIT,94.93419,1,23,82.01,100.0,86.03411,100.0,45.06288,94.93419,1.3206
1730,2025-203456,BLIS,95.11347,1,18,77.47,85.4734,95.38807,100.0,43.55014,95.11347,1.33986
1731,2025-440777,BSIT,94.04558,1,21,76.79,100.0,100.0,94.33864,38.73545,94.04558,1.18811
1732,2025-947516,BSIT,94.68301,1,20,57.39,81.70552,100.0,100.0,37.97298,94.68301,1.40187
1733,2025-812825,BSCS,95.31524,1,25,60.43,79.34665,100.0,100.0,41.61035,95.31524,1.39846
1734,2025-799116,BSIT,95.35905,1,23,79.91,95.0618,91.5201,99.45377,42.0471,95.35905,1.29588
